resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,fastestLapTime_seconds
22245,905,18,1,22,12,6,6,6,8.0,77,\N,42,12,1:21.047,148.358,11,81.047
22246,905,13,3,19,16,7,7,7,6.0,77,\N,48,6,1:20.314,149.712,11,80.314
22247,905,154,208,8,14,8,8,8,4.0,77,\N,53,11,1:20.979,148.482,11,80.979
22248,905,824,206,17,21,9,9,9,2.0,77,\N,42,16,1:21.254,147.980,11,81.254
22249,905,825,1,20,8,10,10,10,1.0,77,\N,75,8,1:20.657,149.075,11,80.657
22250,905,828,207,9,22,11,11,11,0.0,77,\N,53,10,1:20.911,148.607,11,80.911
22251,905,8,6,7,6,12,12,12,0.0,77,\N,75,1,1:18.479,153.212,11,78.479
22252,905,155,207,10,20,13,13,13,0.0,75,\N,16,19,1:22.425,145.878,12,82.425
22253,905,820,206,4,19,14,14,14,0.0,75,\N,69,7,1:20.579,149.220,13,80.579
22262,906,817,9,3,6,1,1,1,25.0,70,1:39:12.830,68,4,1:18.640,199.638,1,78.64
22263,906,3,131,6,1,2,2,2,18.0,70,+4.236,33,7,1:18.881,199.028,1,78.881
22264,906,20,9,1,3,3,3,3,15.0,70,+5.247,48,10,1:19.171,198.299,1,79.171
22265,906,18,1,22,9,4,4,4,12.0,70,+11.755,64,5,1:18.759,199.337,1,78.759
22266,906,807,10,27,11,5,5,5,10.0,70,+12.843,64,8,1:18.936,198.890,1,78.936
22267,906,4,6,14,7,6,6,6,8.0,70,+14.869,64,3,1:18.614,199.704,1,78.614
22268,906,822,3,77,4,7,7,7,6.0,70,+23.578,52,11,1:19.321,197.924,1,79.321
22269,906,818,5,25,8,8,8,8,4.0,70,+28.026,56,12,1:19.399,197.730,1,79.399
22270,906,825,1,20,12,9,9,9,2.0,70,+29.254,56,6,1:18.819,199.185,1,78.819
22271,906,8,6,7,10,10,10,10,1.0,70,+53.678,68,2,1:18.529,199.921,1,78.529
22272,906,815,10,11,13,11,11,11,0.0,69,\N,63,13,1:19.491,197.501,4,79.491
22273,906,13,3,19,5,12,12,12,0.0,69,\N,58,1,1:18.504,199.984,4,78.504
22274,906,16,15,99,16,13,13,13,0.0,69,\N,66,17,1:20.226,195.692,11,80.226
22275,906,821,15,21,22,14,14,14,0.0,64,\N,51,16,1:20.112,195.970,132,80.112
22284,907,3,131,6,3,1,1,1,25.0,71,1:27:54.976,50,6,1:12.598,214.518,1,72.598
22285,907,1,131,44,9,2,2,2,18.0,71,+1.932,41,2,1:12.217,215.650,1,72.217
22286,907,822,3,77,2,3,3,3,15.0,71,+8.172,63,3,1:12.581,214.568,1,72.581
22287,907,13,3,19,1,4,4,4,12.0,71,+17.358,63,4,1:12.586,214.553,1,72.586
22288,907,4,6,14,4,5,5,5,10.0,71,+18.553,58,5,1:12.595,214.527,1,72.595
22289,907,815,10,11,15,6,6,6,8.0,71,+28.546,59,1,1:12.142,215.874,1,72.142
22290,907,825,1,20,6,7,7,7,6.0,71,+32.031,53,7,1:12.746,214.081,1,72.746
22291,907,817,9,3,5,8,8,8,4.0,71,+43.522,55,10,1:13.060,213.161,1,73.06
22292,907,807,10,27,10,9,9,9,2.0,71,+44.137,60,11,1:13.156,212.882,1,73.156
22293,907,8,6,7,8,10,10,10,1.0,71,+47.777,55,9,1:12.884,213.676,1,72.884
22294,907,18,1,22,11,11,11,11,0.0,71,+50.966,60,8,1:12.858,213.752,1,72.858
22295,907,813,208,13,13,12,12,12,0.0,70,\N,64,12,1:13.187,212.791,11,73.187
22296,907,16,15,99,16,13,13,13,0.0,70,\N,59,14,1:13.709,211.284,11,73.709
22297,907,154,208,8,22,14,14,14,0.0,70,\N,42,15,1:13.953,210.587,11,73.953
22298,907,824,206,17,18,15,15,15,0.0,69,\N,65,19,1:14.476,209.108,12,74.476
22299,907,155,207,10,19,16,16,16,0.0,69,\N,40,22,1:15.274,206.892,12,75.274
22300,907,820,206,4,21,17,17,17,0.0,69,\N,40,21,1:14.847,208.072,12,74.847
22301,907,828,207,9,20,18,18,18,0.0,69,\N,33,20,1:14.672,208.560,12,74.672
22302,907,821,15,21,17,19,19,19,0.0,69,\N,53,16,1:14.036,210.351,12,74.036
22306,908,1,131,44,6,1,1,1,25.0,52,2:26:52.094,26,1,1:37.176,218.239,1,97.176
22307,908,822,3,77,14,2,2,2,18.0,52,+30.135,34,4,1:38.264,215.822,1,98.264
22308,908,817,9,3,8,3,3,3,15.0,52,+46.495,34,7,1:38.459,215.395,1,98.459
22309,908,18,1,22,3,4,4,4,12.0,52,+47.390,52,5,1:38.284,215.778,1,98.284
22310,908,20,9,1,2,5,5,5,10.0,52,+53.864,52,2,1:37.481,217.556,1,97.481
22311,908,4,6,14,16,6,6,6,8.0,52,+59.946,52,8,1:38.587,215.115,1,98.587
22312,908,825,1,20,5,7,7,7,6.0,52,+1:02.563,32,10,1:38.677,214.919,1,98.677
22313,908,807,10,27,4,8,8,8,4.0,52,+1:28.692,52,9,1:38.625,215.032,1,98.625
22314,908,826,5,26,9,9,9,9,2.0,52,+1:29.340,45,6,1:38.407,215.509,1,98.407
22315,908,818,5,25,10,10,10,10,1.0,51,\N,44,13,1:39.261,213.654,11,99.261
22316,908,815,10,11,7,11,11,11,0.0,51,\N,41,11,1:38.716,214.834,11,98.716
22317,908,154,208,8,11,12,12,12,0.0,51,\N,48,12,1:38.919,214.393,11,98.919
22318,908,16,15,99,13,13,13,13,0.0,51,\N,34,15,1:40.041,211.989,11,100.041
22319,908,824,206,17,12,14,14,14,0.0,51,\N,51,14,1:39.961,212.158,11,99.961
22320,908,155,207,10,22,15,15,15,0.0,50,\N,31,18,1:41.462,209.020,12,101.462
22321,908,820,206,4,17,16,16,16,0.0,50,\N,50,17,1:40.399,211.233,12,100.399
22322,908,813,208,13,20,17,17,17,0.0,49,\N,48,16,1:40.314,211.412,13,100.314
22328,909,3,131,6,1,1,1,1,25.0,67,1:33:42.914,67,6,1:21.298,202.543,1,81.298
22329,909,822,3,77,2,2,2,2,18.0,67,+20.789,45,9,1:21.494,202.056,1,81.494
22330,909,1,131,44,20,3,3,3,15.0,67,+22.530,53,1,1:19.908,206.066,1,79.908
22331,909,20,9,1,6,4,4,4,12.0,67,+44.014,39,10,1:21.545,201.930,1,81.545
22332,909,4,6,14,7,5,5,5,10.0,67,+52.467,57,3,1:20.548,204.429,1,80.548
22333,909,817,9,3,5,6,6,6,8.0,67,+52.549,53,5,1:20.846,203.676,1,80.846
22334,909,807,10,27,9,7,7,7,6.0,67,+1:04.178,44,13,1:22.098,200.570,1,82.098
22335,909,18,1,22,11,8,8,8,4.0,67,+1:24.711,64,8,1:21.346,202.424,1,81.346
22336,909,825,1,20,4,9,9,9,2.0,66,\N,56,2,1:20.224,205.255,11,80.224
22337,909,815,10,11,10,10,10,10,1.0,66,\N,54,4,1:20.752,203.913,11,80.752
22338,909,8,6,7,12,11,11,11,0.0,66,\N,55,7,1:21.338,202.444,11,81.338
22339,909,813,208,13,18,12,12,12,0.0,66,\N,41,15,1:22.305,200.065,11,82.305
22340,909,818,5,25,13,13,13,13,0.0,66,\N,58,11,1:21.876,201.113,11,81.876
22341,909,821,15,21,16,14,14,14,0.0,66,\N,61,12,1:22.008,200.790,11,82.008
22342,909,824,206,17,17,15,15,15,0.0,66,\N,57,16,1:22.522,199.539,11,82.522
22343,909,155,207,10,19,16,16,16,0.0,65,\N,50,18,1:22.866,198.711,12,82.866
22344,909,820,206,4,21,17,17,17,0.0,65,\N,50,19,1:23.035,198.306,12,83.035
22345,909,828,207,9,22,18,18,18,0.0,65,\N,49,20,1:23.230,197.842,12,83.23
22350,910,817,9,3,4,1,1,1,25.0,70,1:53:05.058,58,2,1:26.608,182.103,1,86.608
22351,910,4,6,14,5,2,2,2,18.0,70,+5.225,40,5,1:27.419,180.413,1,87.419
22352,910,1,131,44,22,3,3,3,15.0,70,+5.857,36,4,1:27.380,180.494,1,87.38
22353,910,3,131,6,1,4,4,4,12.0,70,+6.361,64,1,1:25.724,183.981,1,85.724
22354,910,13,3,19,6,5,5,5,10.0,70,+29.841,51,7,1:28.229,178.757,1,88.229
22355,910,8,6,7,16,6,6,6,8.0,70,+31.491,47,6,1:27.983,179.257,1,87.983
22356,910,20,9,1,2,7,7,7,6.0,70,+40.964,52,9,1:28.746,177.716,1,88.746
22357,910,822,3,77,3,8,8,8,4.0,70,+41.344,63,3,1:26.850,181.595,1,86.85
22358,910,818,5,25,8,9,9,9,2.0,70,+58.527,31,11,1:29.120,176.970,1,89.12
22359,910,18,1,22,7,10,10,10,1.0,70,+1:07.280,50,13,1:29.156,176.898,1,89.156
22360,910,16,15,99,11,11,11,11,0.0,70,+1:08.169,41,8,1:28.704,177.800,1,88.704
22361,910,825,1,20,21,12,12,12,0.0,70,+1:18.465,41,10,1:28.883,177.442,1,88.883
22362,910,813,208,13,20,13,13,13,0.0,70,+1:24.024,45,12,1:29.128,176.954,1,89.128
22363,910,826,5,26,10,14,14,14,0.0,69,\N,51,14,1:29.401,176.414,11,89.401
22364,910,824,206,17,15,15,15,15,0.0,69,\N,49,16,1:29.883,175.468,11,89.883
22365,910,820,206,4,18,16,16,16,0.0,69,\N,47,15,1:29.499,176.220,11,89.499
22373,911,817,9,3,5,1,1,1,25.0,44,1:24:36.556,44,6,1:52.974,223.187,1,112.974
22374,911,3,131,6,1,2,2,2,18.0,44,+3.383,36,1,1:50.511,228.161,1,110.511
22375,911,822,3,77,6,3,3,3,15.0,44,+28.032,40,4,1:52.716,223.698,1,112.716
22376,911,8,6,7,8,4,4,4,12.0,44,+36.815,39,13,1:54.090,221.004,1,114.09
22377,911,20,9,1,3,5,5,5,10.0,44,+52.196,36,5,1:52.953,223.229,1,112.953
22378,911,18,1,22,10,6,6,6,8.0,44,+54.580,38,8,1:53.483,222.186,1,113.483
22379,911,4,6,14,4,7,7,7,6.0,44,+1:01.162,29,11,1:53.879,221.413,1,113.879
22380,911,815,10,11,13,8,8,8,4.0,44,+1:04.293,28,16,1:54.532,220.151,1,114.532
22381,911,826,5,26,11,9,9,9,2.0,44,+1:05.347,26,14,1:54.159,220.870,1,114.159
22382,911,807,10,27,18,10,10,10,1.0,44,+1:05.697,40,9,1:53.612,221.934,1,113.612
22383,911,818,5,25,12,11,11,11,0.0,44,+1:11.920,31,7,1:53.276,222.592,1,113.276
22384,911,825,1,20,7,12,12,12,0.0,44,+1:14.262,28,15,1:54.203,220.785,1,114.203
22385,911,13,3,19,9,13,13,13,0.0,44,+1:15.975,37,3,1:52.512,224.104,1,112.512
22386,911,16,15,99,14,14,14,14,0.0,44,+1:22.447,36,2,1:52.413,224.301,1,112.413
22387,911,821,15,21,20,15,15,15,0.0,44,+1:30.825,32,12,1:54.000,221.178,1,114.0
22388,911,820,206,4,19,16,16,16,0.0,43,\N,31,17,1:55.247,218.785,11,115.247
22389,911,828,207,9,22,17,17,17,0.0,43,\N,26,19,1:55.900,217.553,11,115.9
22390,911,824,206,17,16,18,18,18,0.0,39,\N,32,20,1:56.347,216.717,6,116.347
22395,912,1,131,44,1,1,1,1,25.0,53,1:19:10.236,29,1,1:28.004,236.975,1,88.004
22396,912,3,131,6,2,2,2,2,18.0,53,+3.175,51,2,1:28.206,236.432,1,88.206
22397,912,13,3,19,4,3,3,3,15.0,53,+25.026,46,3,1:28.342,236.068,1,88.342
22398,912,822,3,77,3,4,4,4,12.0,53,+40.786,50,5,1:28.559,235.490,1,88.559
22399,912,817,9,3,9,5,5,5,10.0,53,+50.309,53,6,1:28.588,235.413,1,88.588
22400,912,20,9,1,8,6,6,6,8.0,53,+59.965,34,10,1:29.141,233.952,1,89.141
22401,912,815,10,11,10,7,7,7,6.0,53,+1:02.518,35,8,1:29.107,234.042,1,89.107
22402,912,18,1,22,6,8,8,8,4.0,53,+1:03.063,35,11,1:29.245,233.680,1,89.245
22403,912,8,6,7,11,9,9,9,2.0,53,+1:03.535,43,7,1:28.942,234.476,1,88.942
22404,912,825,1,20,5,10,10,10,1.0,53,+1:06.171,34,12,1:29.283,233.580,1,89.283
22405,912,826,5,26,21,11,11,11,0.0,53,+1:11.184,51,4,1:28.486,235.684,1,88.486
22406,912,807,10,27,13,12,12,12,0.0,53,+1:12.606,35,13,1:29.366,233.363,1,89.366
22407,912,818,5,25,12,13,13,13,0.0,53,+1:13.093,39,9,1:29.121,234.005,1,89.121
22408,912,813,208,13,16,14,14,14,0.0,52,\N,32,17,1:29.856,232.091,11,89.856
22409,912,16,15,99,14,15,15,15,0.0,52,\N,46,14,1:29.375,233.340,11,89.375
22410,912,154,208,8,17,16,16,16,0.0,52,\N,38,18,1:30.083,231.506,11,90.083
22411,912,155,207,10,18,17,17,17,0.0,52,\N,35,21,1:30.758,229.784,11,90.758
22412,912,824,206,17,19,18,18,18,0.0,52,\N,51,20,1:30.521,230.386,11,90.521
22413,912,821,15,21,15,19,19,19,0.0,51,\N,40,15,1:29.449,233.147,12,89.449
22414,912,828,207,9,22,20,20,20,0.0,51,\N,47,19,1:30.280,231.001,12,90.28
22417,913,1,131,44,1,1,1,1,25.0,60,2:00:04.795,39,1,1:50.417,165.137,1,110.417
22418,913,20,9,1,4,2,2,2,18.0,60,+13.534,27,8,1:52.519,162.052,1,112.519
22419,913,817,9,3,3,3,3,3,15.0,60,+14.273,30,9,1:52.569,161.980,1,112.569
22420,913,4,6,14,5,4,4,4,12.0,60,+15.389,27,6,1:52.115,162.636,1,112.115
22421,913,13,3,19,6,5,5,5,10.0,60,+42.161,27,13,1:53.283,160.959,1,113.283
22422,913,818,5,25,12,6,6,6,8.0,60,+56.801,48,4,1:51.937,162.895,1,111.937
22423,913,815,10,11,15,7,7,7,6.0,60,+59.038,46,5,1:52.007,162.793,1,112.007
22424,913,8,6,7,7,8,8,8,4.0,60,+1:00.641,28,11,1:52.872,161.545,1,112.872
22425,913,807,10,27,13,9,9,9,2.0,60,+1:01.661,27,10,1:52.762,161.703,1,112.762
22426,913,825,1,20,9,10,10,10,1.0,60,+1:02.230,48,2,1:51.639,163.330,1,111.639
22427,913,822,3,77,8,11,11,11,0.0,60,+1:05.065,25,7,1:52.515,162.058,1,112.515
22428,913,813,208,13,18,12,12,12,0.0,60,+1:06.915,26,12,1:53.213,161.059,1,113.213
22429,913,154,208,8,16,13,13,13,0.0,60,+1:08.029,25,15,1:53.543,160.591,1,113.543
22430,913,826,5,26,10,14,14,14,0.0,60,+1:12.008,45,3,1:51.761,163.151,1,111.761
22431,913,828,207,9,22,15,15,15,0.0,60,+1:34.188,14,19,1:55.416,157.985,1,115.416
22432,913,824,206,17,19,16,16,16,0.0,60,+1:34.543,47,14,1:53.538,160.598,1,113.538
22433,913,820,206,4,21,17,17,17,0.0,59,\N,43,17,1:53.807,160.218,11,113.807
22439,914,1,131,44,2,1,1,1,25.0,44,1:51:43.021,39,1,1:51.600,187.322,1,111.6
22440,914,3,131,6,1,2,2,2,18.0,44,+9.180,15,6,1:52.551,185.739,1,112.551
22441,914,20,9,1,9,3,3,3,15.0,44,+29.122,32,3,1:51.915,186.795,1,111.915
22442,914,817,9,3,6,4,4,4,12.0,44,+38.818,38,4,1:52.231,186.269,1,112.231
22443,914,18,1,22,8,5,5,5,10.0,44,+1:07.550,33,2,1:51.721,187.119,1,111.721
22444,914,822,3,77,3,6,6,6,8.0,44,+1:53.773,41,13,1:54.103,183.213,1,114.103
22445,914,13,3,19,4,7,7,7,6.0,44,+1:55.126,39,8,1:53.450,184.267,1,113.45
22446,914,807,10,27,13,8,8,8,4.0,44,+1:55.948,28,7,1:52.814,185.306,1,112.814
22447,914,818,5,25,20,9,9,9,2.0,44,+2:07.638,35,11,1:53.562,184.086,1,113.562
22448,914,815,10,11,11,10,10,10,1.0,43,\N,27,10,1:53.556,184.095,11,113.556
22449,914,826,5,26,12,11,11,11,0.0,43,\N,25,12,1:54.021,183.345,11,114.021
22450,914,8,6,7,10,12,12,12,0.0,43,\N,36,5,1:52.426,185.946,11,112.426
22451,914,821,15,21,15,13,13,13,0.0,43,\N,40,17,1:55.372,181.198,11,115.372
22452,914,825,1,20,7,14,14,14,0.0,43,\N,38,9,1:53.510,184.170,11,113.51
22453,914,154,208,8,16,15,15,15,0.0,43,\N,28,16,1:55.302,181.308,11,115.302
22454,914,813,208,13,22,16,16,16,0.0,43,\N,26,15,1:54.702,182.256,11,114.702
22455,914,828,207,9,17,17,17,17,0.0,43,\N,27,14,1:54.669,182.309,11,114.669
22456,914,820,206,4,21,18,18,18,0.0,43,\N,25,21,1:56.472,179.486,11,116.472
22457,914,155,207,10,19,19,19,19,0.0,43,\N,29,18,1:55.641,180.776,11,115.641
22458,914,824,206,17,18,20,20,20,0.0,41,\N,27,20,1:55.985,180.240,3,115.985
22459,914,16,15,99,14,21,21,21,0.0,40,\N,25,19,1:55.753,180.601,3,115.753
22461,915,1,131,44,1,1,1,1,25.0,53,1:31:50.744,48,3,1:41.606,207.200,1,101.606
22462,915,3,131,6,2,2,2,2,18.0,53,+13.657,52,2,1:41.360,207.703,1,101.36
22463,915,822,3,77,3,3,3,3,15.0,53,+17.425,53,1,1:40.896,208.658,1,100.896
22464,915,18,1,22,4,4,4,4,12.0,53,+30.234,47,4,1:41.964,206.472,1,101.964
22465,915,825,1,20,11,5,5,5,10.0,53,+53.616,44,14,1:43.076,204.245,1,103.076
22466,915,4,6,14,7,6,6,6,8.0,53,+1:00.016,53,6,1:42.179,206.038,1,102.179
22467,915,817,9,3,6,7,7,7,6.0,53,+1:01.812,50,13,1:43.050,204.296,1,103.05
22468,915,20,9,1,10,8,8,8,4.0,53,+1:06.185,53,8,1:42.630,205.133,1,102.63
22469,915,8,6,7,8,9,9,9,2.0,53,+1:18.877,45,11,1:42.919,204.556,1,102.919
22470,915,815,10,11,12,10,10,10,1.0,53,+1:20.067,47,12,1:42.924,204.547,1,102.924
22471,915,13,3,19,18,11,11,11,0.0,53,+1:20.877,47,10,1:42.879,204.636,1,102.879
22472,915,807,10,27,17,12,12,12,0.0,53,+1:21.309,50,9,1:42.685,205.023,1,102.685
22473,915,818,5,25,9,13,13,13,0.0,53,+1:37.295,53,7,1:42.550,205.293,1,102.55
22474,915,826,5,26,5,14,14,14,0.0,52,\N,52,5,1:42.022,206.355,11,102.022
22475,915,821,15,21,13,15,15,15,0.0,52,\N,45,18,1:44.075,202.284,11,104.075
22476,915,16,15,99,14,16,16,16,0.0,52,\N,42,15,1:43.822,202.777,11,103.822
22477,915,154,208,8,15,17,17,17,0.0,52,\N,49,19,1:44.461,201.537,11,104.461
22478,915,813,208,13,21,18,18,18,0.0,52,\N,50,17,1:44.030,202.372,11,104.03
22479,915,828,207,9,16,19,19,19,0.0,51,\N,48,16,1:43.979,202.471,12,103.979
22482,916,1,131,44,2,1,1,1,25.0,56,1:40:04.785,49,4,1:41.929,194.712,1,101.929
22483,916,3,131,6,1,2,2,2,18.0,56,+4.314,48,5,1:41.932,194.706,1,101.932
22484,916,817,9,3,5,3,3,3,15.0,56,+25.560,33,7,1:42.831,193.004,1,102.831
22485,916,13,3,19,4,4,4,4,12.0,56,+26.924,50,9,1:42.971,192.741,1,102.971
22486,916,822,3,77,3,5,5,5,10.0,56,+30.992,55,6,1:42.505,193.617,1,102.505
22487,916,4,6,14,6,6,6,6,8.0,56,+1:35.231,47,2,1:41.474,195.585,1,101.474
22488,916,20,9,1,18,7,7,7,6.0,56,+1:35.734,50,1,1:41.379,195.768,1,101.379
22489,916,825,1,20,7,8,8,8,4.0,56,+1:40.682,29,14,1:44.287,190.309,1,104.287
22490,916,818,5,25,14,10,10,10,1.0,56,+1:48.863,17,12,1:44.180,190.504,1,104.18
22491,916,813,208,13,10,9,9,9,2.0,56,+1:47.870,38,11,1:43.808,191.187,1,103.808
22492,916,154,208,8,16,11,11,11,0.0,55,\N,51,15,1:44.440,190.030,11,104.44
22493,916,18,1,22,12,12,12,12,0.0,55,\N,33,13,1:44.255,190.367,11,104.255
22494,916,8,6,7,8,13,13,13,0.0,55,\N,54,8,1:42.888,192.897,11,102.888
22495,916,821,15,21,15,14,14,14,0.0,55,\N,47,10,1:43.006,192.676,11,103.006
22496,916,826,5,26,17,15,15,15,0.0,55,\N,53,3,1:41.689,195.171,11,101.689
22500,917,3,131,6,1,1,1,1,25.0,71,1:30:02.555,62,2,1:13.619,210.711,1,73.619
22501,917,1,131,44,2,2,2,2,18.0,71,+1.457,62,1,1:13.555,210.895,1,73.555
22502,917,13,3,19,3,3,3,3,15.0,71,+41.031,59,7,1:14.101,209.341,1,74.101
22503,917,18,1,22,5,4,4,4,12.0,71,+48.658,68,4,1:13.999,209.629,1,73.999
22504,917,20,9,1,6,5,5,5,10.0,71,+51.420,68,5,1:14.018,209.576,1,74.018
22505,917,4,6,14,8,6,6,6,8.0,71,+1:01.906,55,10,1:14.313,208.744,1,74.313
22506,917,8,6,7,10,7,7,7,6.0,71,+1:03.730,37,17,1:14.963,206.934,1,74.963
22507,917,807,10,27,12,8,8,8,4.0,71,+1:03.934,70,3,1:13.728,210.400,1,73.728
22508,917,825,1,20,7,9,9,9,2.0,71,+1:10.085,62,11,1:14.544,208.097,1,74.544
22509,917,822,3,77,4,10,10,10,1.0,70,\N,64,9,1:14.229,208.980,11,74.229
22510,917,826,5,26,17,11,11,11,0.0,70,\N,62,8,1:14.144,209.219,11,74.144
22511,917,813,208,13,16,12,12,12,0.0,70,\N,47,14,1:14.810,207.357,11,74.81
22512,917,818,5,25,15,13,13,13,0.0,70,\N,65,13,1:14.774,207.457,11,74.774
22513,917,821,15,21,11,14,14,14,0.0,70,\N,64,16,1:14.875,207.177,11,74.875
22514,917,815,10,11,18,15,15,15,0.0,70,\N,70,12,1:14.550,208.080,11,74.55
22515,917,16,15,99,13,16,16,16,0.0,70,\N,42,15,1:14.834,207.290,11,74.834
22516,917,154,208,8,14,17,17,17,0.0,63,\N,63,6,1:14.070,209.428,18,74.07
22518,918,1,131,44,2,1,1,1,50.0,55,1:39:02.619,49,4,1:45.599,189.342,1,105.599
22519,918,13,3,19,4,2,2,2,36.0,55,+2.576,47,2,1:44.826,190.738,1,104.826
22520,918,822,3,77,3,3,3,3,30.0,55,+28.880,54,6,1:45.727,189.113,1,105.727
22521,918,817,9,3,20,4,4,4,24.0,55,+37.237,50,1,1:44.496,191.341,1,104.496
22522,918,18,1,22,6,5,5,5,20.0,55,+1:00.334,47,9,1:46.739,187.320,1,106.739
22523,918,807,10,27,12,6,6,6,16.0,55,+1:02.148,47,7,1:45.777,189.024,1,105.777
22524,918,815,10,11,11,7,7,7,12.0,55,+1:11.060,49,8,1:45.808,188.968,1,105.808
22525,918,20,9,1,19,8,8,8,8.0,55,+1:12.045,51,3,1:45.552,189.427,1,105.552
22526,918,4,6,14,8,9,9,9,4.0,55,+1:25.813,45,12,1:47.424,186.126,1,107.424
22527,918,8,6,7,7,10,10,10,2.0,55,+1:27.820,46,16,1:47.736,185.586,1,107.736
22528,918,825,1,20,9,11,11,11,0.0,55,+1:30.376,37,10,1:46.824,187.171,1,106.824
22529,918,818,5,25,10,12,12,12,0.0,55,+1:31.947,50,5,1:45.686,189.186,1,105.686
22530,918,154,208,8,18,13,13,13,0.0,54,\N,35,17,1:47.897,185.310,11,107.897
22531,918,3,131,6,1,14,14,14,0.0,54,\N,17,11,1:46.869,187.092,11,106.869
22532,918,821,15,21,14,15,15,15,0.0,54,\N,43,15,1:47.698,185.652,11,107.698
22533,918,16,15,99,13,16,16,16,0.0,54,\N,44,14,1:47.508,185.980,11,107.508
22534,918,829,207,46,17,17,17,17,0.0,54,\N,47,18,1:48.398,184.453,11,108.398
22538,926,1,131,44,1,1,1,1,25.0,58,1:31:54.067,50,1,1:30.945,209.915,1,90.945
22539,926,3,131,6,2,2,2,2,18.0,58,+1.360,47,2,1:31.092,209.577,1,91.092
22540,926,20,6,5,4,3,3,3,15.0,58,+34.523,52,4,1:31.457,208.740,1,91.457
22541,926,13,3,19,3,4,4,4,12.0,58,+38.196,50,6,1:31.719,208.144,1,91.719
22542,926,831,15,12,10,5,5,5,10.0,58,+1:35.149,46,9,1:32.612,206.137,1,92.612
22543,926,817,9,3,6,6,6,6,8.0,57,\N,46,10,1:32.797,205.726,11,92.797
22544,926,807,10,27,13,7,7,7,6.0,57,\N,48,8,1:31.970,207.576,11,91.97
22545,926,828,15,9,15,8,8,8,4.0,57,\N,51,5,1:31.560,208.505,11,91.56
22546,926,832,5,55,7,9,9,9,2.0,57,\N,49,11,1:32.872,205.560,11,92.872
22547,926,815,10,11,14,10,10,10,1.0,57,\N,46,7,1:31.959,207.601,11,91.959
22548,926,18,1,22,16,11,11,11,0.0,56,\N,56,12,1:33.338,204.534,12,93.338
22556,927,20,6,5,2,1,1,1,25.0,56,1:41:05.793,46,3,1:43.648,193.501,1,103.648
22557,927,1,131,44,1,2,2,2,18.0,56,+8.569,45,2,1:43.125,193.501,1,103.125
22558,927,3,131,6,3,3,3,3,15.0,56,+12.310,43,1,1:42.062,195.516,1,102.062
22559,927,8,6,7,11,4,4,4,12.0,56,+53.822,40,7,1:44.124,191.644,1,104.124
22560,927,822,3,77,8,5,5,5,10.0,56,+1:10.409,42,6,1:44.088,191.710,1,104.088
22561,927,13,3,19,7,6,6,6,8.0,56,+1:13.586,40,5,1:43.990,191.891,1,103.99
22562,927,830,5,33,6,7,7,7,6.0,56,+1:37.762,42,9,1:44.579,190.810,1,104.579
22563,927,832,5,55,15,8,8,8,4.0,55,\N,37,15,1:45.507,189.132,11,105.507
22564,927,826,9,26,5,9,9,9,2.0,55,\N,41,8,1:44.514,190.929,11,104.514
22565,927,817,9,3,4,10,10,10,1.0,55,\N,42,13,1:45.312,189.482,11,105.312
22566,927,154,208,8,10,11,11,11,0.0,55,\N,36,10,1:44.812,190.386,11,104.812
22567,927,831,15,12,16,12,12,12,0.0,55,\N,45,4,1:43.902,192.054,11,103.902
22568,927,815,10,11,14,13,13,13,0.0,55,\N,37,14,1:45.345,189.423,11,105.345
22569,927,807,10,27,13,14,14,14,0.0,55,\N,46,11,1:44.822,190.368,11,104.822
22570,927,833,209,98,19,15,15,15,0.0,53,\N,44,19,1:49.040,183.004,13,109.04
22576,928,1,131,44,1,1,1,1,25.0,56,1:39:42.008,31,1,1:42.208,191.996,1,102.208
22577,928,3,131,6,2,2,2,2,18.0,56,+0.714,39,2,1:42.565,191.328,1,102.565
22578,928,20,6,5,3,3,3,3,15.0,56,+2.988,15,5,1:43.018,190.487,1,103.018
22579,928,8,6,7,6,4,4,4,12.0,56,+3.835,48,6,1:43.026,190.472,1,103.026
22580,928,13,3,19,4,5,5,5,10.0,56,+8.544,37,4,1:42.734,191.013,1,102.734
22581,928,822,3,77,5,6,6,6,8.0,56,+9.885,37,7,1:43.051,190.426,1,103.051
22582,928,154,208,8,8,7,7,7,6.0,56,+19.008,34,8,1:43.134,190.272,1,103.134
22583,928,831,15,12,9,8,8,8,4.0,56,+22.625,46,12,1:43.692,189.248,1,103.692
22584,928,817,9,3,7,9,9,9,2.0,56,+32.117,46,9,1:43.245,190.068,1,103.245
22585,928,828,15,9,10,10,10,10,1.0,55,\N,32,15,1:44.204,188.319,11,104.204
22586,928,815,10,11,15,11,11,11,0.0,55,\N,44,10,1:43.512,189.578,11,103.512
22587,928,4,1,14,18,12,12,12,0.0,55,\N,40,13,1:43.728,189.183,11,103.728
22588,928,832,5,55,14,13,13,13,0.0,55,\N,41,3,1:42.652,191.166,11,102.652
22589,928,18,1,22,17,14,14,14,0.0,55,\N,21,16,1:44.991,186.907,11,104.991
22590,928,829,209,28,19,15,15,15,0.0,54,\N,40,17,1:45.414,186.157,12,105.414
22591,928,833,209,98,20,16,16,16,0.0,54,\N,43,19,1:45.963,185.192,12,105.963
